015214_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/015214_01.png
007551_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/007551_01.png
061228_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/061228_01.png
000677_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/000677_01.png
044400_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/044400_01.png
052078_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/052078_01.png
006574_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/006574_01.png
000592_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/000592_01.png
036605_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/036605_01.png
005878_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/005878_01.png
093486_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/093486_01.png
071276_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/071276_01.png
092497_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/092497_01.png
027268_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/027268_01.png
036868_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/036868_01.png
088950_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/088950_01.png
035232_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/035232_01.png
015359_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/015359_01.png
031787_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/031787_01.png
079511_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/079511_01.png
002049_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/002049_01.png
032063_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/032063_01.png
045859_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/045859_01.png
047030_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/047030_01.png
055733_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/055733_01.png
010298_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/010298_01.png
007649_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/007649_01.png
088418_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/088418_01.png
037571_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/037571_01.png
037354_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/037354_01.png
066412_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/066412_01.png
050665_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/050665_01.png
000444_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/000444_01.png
000744_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/000744_01.png
080510_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/080510_01.png
063594_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/063594_01.png
005187_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/005187_01.png
089999_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/089999_01.png
088278_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/088278_01.png
058436_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/058436_01.png
003067_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/003067_01.png
081166_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/081166_01.png
040210_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/040210_01.png
016630_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/016630_01.png
013324_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/013324_01.png
024043_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/024043_01.png
014565_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/014565_01.png
018549_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/018549_01.png
080833_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/080833_01.png
071921_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/071921_01.png
048966_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/048966_01.png
002566_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/002566_01.png
060593_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/060593_01.png
085638_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/085638_01.png
093755_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/093755_01.png
071803_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/071803_01.png
086849_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/086849_01.png
048480_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/048480_01.png
086136_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/086136_01.png
017203_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/017203_01.png
095071_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/095071_01.png
043593_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/043593_01.png
014480_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/014480_01.png
037769_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/037769_01.png
013799_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/013799_01.png
031734_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/031734_01.png
098117_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/098117_01.png
096309_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/096309_01.png
010754_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/010754_01.png
093756_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/093756_01.png
074324_01.png,/content/drive/MyDrive/Colab Notebooks/Modelv2/Dataset/train/074324_01.png
